domain,scan url,category
mobile.reginfo.gov,https://mobile.reginfo.gov/public/,Banner
mobile.reginfo.gov,https://mobile.reginfo.gov/public/,Contact
ncrrecycles.gsa.gov,https://ncrrecycles.gsa.gov/recycle/,HSTS
ncrrecycles.gsa.gov,https://ncrrecycles.gsa.gov/recycle/,Contact
ncrrecycles.gsa.gov,https://ncrrecycles.gsa.gov/recycle/,DAP
reginfo.gov,https://www.reginfo.gov/public/,HSTS
reginfo.gov,https://www.reginfo.gov/public/,Banner
reginfo.gov,https://www.reginfo.gov/public/,Contact
reporting.gov,https://www.reporting.gov/,HSTS
reporting.gov,https://www.reporting.gov/,Banner
reporting.gov,https://www.reporting.gov/,DAP
saferfederalworkforce.gov,https://www.saferfederalworkforce.gov/,HSTS
saferfederalworkforce.gov,https://www.saferfederalworkforce.gov/,Banner
saferfederalworkforce.gov,https://www.saferfederalworkforce.gov/,DAP
wdol.gov,https://wdolhome.sam.gov/,HSTS
wdol.gov,https://wdolhome.sam.gov/,Banner
wdol.gov,https://wdolhome.sam.gov/,DAP
wdolhome.sam.gov,https://wdolhome.sam.gov,HSTS
wdolhome.sam.gov,https://wdolhome.sam.gov,Banner
wdolhome.sam.gov,https://wdolhome.sam.gov,DAP
8astars.fas.gsa.gov,https://8astars.fas.gsa.gov/GWACPriceTool/priceFilter/create,HSTS
8astars.fas.gsa.gov,https://8astars.fas.gsa.gov/GWACPriceTool/priceFilter/create,Contact
acquisition.gov,https://www.acquisition.gov/,HSTS
acquisition.gov,https://www.acquisition.gov/,Contact
arm.fas.gsa.gov,https://secureauth.gsa.gov/SecureAuth165/?SAMLRequest=jZHLTsMwEEV%2FxfLeeZG0jVW3KqCKChBRm7Jg5ziTNFJiB48Twd8TtVQskBDrOVd35sxy%2FdG1ZASLjdGChl5ACWhlykbXgh7zLVvQ9WqJsmt7vhncSe%2FhfQB0ZMpp5OeBoIPV3EhskGvZAXKn%2BGHz%2FMQjL%2BC9Nc4o01KyQQTrpqI7o3HowB7Ajo2C4%2F5J0JNzPXLfr1oAh2i8GqVXm9E%2FV7RD3WhfKlw3Zf8In6KESg6to2RrrILzZoJWskWgZHcvaJIuklk6nzEZlzGLSxmwIkwrlhTlQikZFmmSTiRmErEZ4SeLOMBOo5PaCRoFUcSCkIVRHiY8CvhN4s1n8Rsl2fdVt42%2BuPpLQXGBkD%2Fkecayl0NOyevV%2BQTQq%2BFzu%2F2%2FW3k1Sv3V0v%2F9pdUX&RelayState=https://arm.fas.gsa.gov/WebARM/ValidateSSO&idpKey=default,HSTS
autoauctions.gsa.gov,https://autoauctions.gsa.gov/GSAAutoAuctions/,HSTS
autoauctions.gsa.gov,https://autoauctions.gsa.gov/GSAAutoAuctions/,Contact
autochoice.fas.gsa.gov,https://autochoice.fas.gsa.gov/AutoChoice/Home,HSTS
autochoice.fas.gsa.gov,https://autochoice.fas.gsa.gov/AutoChoice/Home,DAP
autovendor.fas.gsa.gov,https://autovendor.fas.gsa.gov/AutoVendor/Home,HSTS
autovendor.fas.gsa.gov,https://autovendor.fas.gsa.gov/AutoVendor/Home,DAP
cao.gov,https://cao.gov/cao-home,HSTS
cao.gov,https://cao.gov/cao-home,Contact
cic.gsa.gov,https://cic.gsa.gov,HSTS
cic.gsa.gov,https://cic.gsa.gov,DAP
federalist-proxy.app.cloud.gov,https://federalist-proxy.app.cloud.gov,HSTS
federalistapp.18f.gov,https://federalistapp.18f.gov,HSTS
federalistapp.18f.gov,https://federalistapp.18f.gov,Banner
federalistapp.18f.gov,https://federalistapp.18f.gov,DAP
federation.data.gov,https://federation.data.gov,HSTS
federation.data.gov,https://federation.data.gov,Banner
federation.data.gov,https://federation.data.gov,DAP
cmls.gsa.gov,https://cmls.gsa.gov/s/,HSTS
cmls.gsa.gov,https://cmls.gsa.gov/s/,DAP
cpars.gov,https://cpars.gov,HSTS
cpars.gov,https://cpars.gov,Identifier FOIA
fedramp.gov,https://www.fedramp.gov/,HSTS
fedramp.gov,https://www.fedramp.gov/,Identifier Privacy
fedramp.gov,https://www.fedramp.gov/,Identifier Accessibility
fedramp.gov,https://www.fedramp.gov/,Identifier FOIA
fedramp.gov,https://www.fedramp.gov/,Banner
disposal.gsa.gov,https://disposal.gsa.gov/s/,HSTS
disposal.gsa.gov,https://disposal.gsa.gov/s/,DAP
eoffer.gsa.gov,https://eoffer.gsa.gov,HSTS
eoffer.gsa.gov,https://eoffer.gsa.gov,Contact
esrs.gov,https://www.esrs.gov/,HSTS
esrs.gov,https://www.esrs.gov/,Contact
fedspecs.gsa.gov,https://fedspecs.gsa.gov,HSTS
fedspecs.gsa.gov,https://fedspecs.gsa.gov,DAP
financeweb.gsa.gov,https://financeweb.gsa.gov,HSTS
financeweb.gsa.gov,https://financeweb.gsa.gov,Contact
fsd.gov,https://www.fsd.gov/gsafsd_sp,HSTS
fsd.gov,https://www.fsd.gov/gsafsd_sp,Banner
fsrs.gov,https://www.fsrs.gov/,HSTS
fsrs.gov,https://www.fsrs.gov/,Contact
gsaxcess.gov,https://gsaxcess.gov,HSTS
gsaxcess.gov,https://gsaxcess.gov,Contact
gsaxcesspractice.fas.gsa.gov,https://gsaxcesspractice.fas.gsa.gov,HSTS
gsaxcesspractice.fas.gsa.gov,https://gsaxcesspractice.fas.gsa.gov,Contact
interact.gsa.gov,https://interact.gsa.gov,HSTS
interact.gsa.gov,https://interact.gsa.gov,DAP
login.acquisition.gov,https://login.acquisition.gov,HSTS
login.acquisition.gov,https://login.acquisition.gov,Contact
lop.gsa.gov,https://lop.gsa.gov,HSTS
lop.gsa.gov,https://lop.gsa.gov,DAP
navigator.gsa.gov,https://navigator.gsa.gov/app/#/,HSTS
navigator.gsa.gov,https://navigator.gsa.gov/app/#/,Contact
p3.cap.gsa.gov,https://p3.cap.gsa.gov/gui/,HSTS
p3.cap.gsa.gov,https://p3.cap.gsa.gov/gui/,Contact
ret.gsa.gov,https://ret.gsa.gov/realestatetaxes/s/,HSTS
ret.gsa.gov,https://ret.gsa.gov/realestatetaxes/s/,DAP
rocis.gov,https://www.rocis.gov/rocis/,HSTS
rocis.gov,https://www.rocis.gov/rocis/,Contact
go.usa.gov,https://go.usa.gov,HSTS
go.usa.gov,https://go.usa.gov,Contact
go.usa.gov,https://go.usa.gov,DAP
sam.gov,https://sam.gov/content/home,HSTS
sam.gov,https://sam.gov/content/home,DAP
sftool.gov,https://sftool.gov,HSTS
sftool.gov,https://sftool.gov,Banner
str.gsa.gov,https://str.gsa.gov/str/,HSTS
str.gsa.gov,https://str.gsa.gov/str/,DAP
training.rocis.gov,https://training.rocis.gov/rocis/,HSTS
training.rocis.gov,https://training.rocis.gov/rocis/,Contact
vec.gsa.gov,https://vec.gsa.gov/MASTrainingHome,HSTS
vehiclestd.fas.gsa.gov,https://vehiclestd.fas.gsa.gov/CommentCollector/Home,HSTS
vehiclestd.fas.gsa.gov,https://vehiclestd.fas.gsa.gov/CommentCollector/Home,DAP
vsc.gsa.gov,https://vsc.gsa.gov,HSTS
